iter	Passed	Remaining
1333	24332	12147
1334	24341	12125
1335	24373	12113
1336	24383	12091
1337	24392	12068
1338	24402	12046
1339	24411	12023
1340	24443	12012
1341	24470	11998
1342	24485	11978
1343	24511	11964
1344	24535	11948
1345	24567	11937
1346	24576	11914
1347	24586	11891
1348	24595	11869
1349	24605	11847
1350	24636	11834
1351	24645	11812
1352	24654	11789
1353	24663	11766
1354	24672	11744
1355	24703	11732
1356	24712	11709
1357	24722	11687
1358	24731	11665
1359	24740	11642
1360	24775	11632
1361	24784	11609
1362	24800	11590
1363	24810	11568
1364	24819	11546
1365	24853	11535
1366	24865	11513
1367	24875	11492
1368	24884	11469
1369	24894	11447
1370	24928	11436
1371	24938	11414
1372	24947	11392
1373	24956	11370
1374	24966	11348
1375	24997	11336
1376	25006	11313
1377	25016	11291
1378	25025	11269
1379	25034	11247
1380	25067	11235
1381	25076	11213
1382	25086	11191
1383	25095	11169
1384	25105	11147
1385	25137	11135
1386	25146	11113
1387	25156	11091
1388	25165	11069
1389	25174	11047
1390	25206	11035
1391	25215	11013
1392	25224	10991
1393	25234	10969
1394	25243	10947
1395	25277	10936
1396	25286	10914
1397	25296	10893
1398	25305	10871
1399	25315	10849
1400	25347	10837
1401	25357	10815
1402	25366	10793
1403	25376	10772
1404	25385	10750
1405	25418	10738
1406	25428	10717
1407	25438	10695
1408	25447	10673
1409	25456	10652
1410	25502	10645
1411	25516	10625
1412	25543	10611
1413	25573	10598
1414	25583	10576
1415	25616	10564
1416	25626	10543
1417	25635	10521
1418	25644	10500
1419	25654	10478
1420	25687	10466
1421	25697	10445
1422	25706	10423
1423	25716	10402
1424	25725	10380
1425	25759	10368
1426	25768	10347
1427	25778	10325
1428	25791	10305
1429	25801	10284
1430	25840	10274
1431	25853	10254
1432	25862	10233
1433	25872	10211
1434	25881	10190
1435	25915	10178
1436	25925	10157
1437	25934	10135
1438	25944	10114
1439	25954	10093
1440	25986	10080
1441	25996	10059
1442	26005	10038
1443	26015	10016
1444	26024	9995
1445	26057	9983
1446	26066	9961
1447	26076	9940
1448	26085	9919
1449	26095	9898
1450	26127	9885
1451	26137	9864
1452	26147	9843
1453	26158	9823
1454	26168	9802
1455	26202	9789
1456	26212	9768
1457	26221	9747
1458	26231	9726
1459	26240	9705
1460	26274	9693
1461	26284	9672
1462	26293	9651
1463	26303	9630
1464	26312	9609
1465	26344	9596
1466	26354	9575
1467	26363	9554
1468	26373	9533
1469	26383	9512
1470	26416	9499
1471	26425	9478
1472	26435	9457
1473	26445	9437
1474	26454	9416
1475	26487	9403
1476	26497	9382
1477	26506	9361
1478	26522	9342
1479	26535	9323
1480	26610	9325
1481	26619	9304
1482	26628	9283
1483	26636	9261
1484	26646	9241
1485	26678	9227
1486	26687	9207
1487	26697	9186
1488	26706	9165
1489	26716	9144
1490	26748	9131
1491	26757	9110
1492	26767	9089
1493	26779	9070
1494	26789	9049
1495	26822	9036
1496	26831	9015
1497	26843	8995
1498	26853	8975
1499	26863	8954
1500	26895	8941
1501	26905	8920
1502	26914	8899
1503	26924	8879
1504	26934	8858
1505	26965	8845
1506	26974	8824
